"","data-listing-id","data-title","data-display-title","data-url","data-installment","data-image-src","data-compare-image","data-make","data-model","data-year","data-mileage","data-transmission","data-ad-type","data-variant","data-seller-id","data-profile-id","data-listing-trusted","data-dealer-isverified","data-view-store","data-country-code","data-vehicle-type","NA"
"11","10418307","ALL NEW PROTON SAGA BEST DEALS ( Low d/p )","2022 Proton Saga 1.3 Premium Sedan","https://www.carlist.my/new-cars/all-new-proton-saga-best-deals-low-d-p/10418307","RM 542/month","https://img1.icarcdn.com/70381401/main-m_new-car-carlist-proton-saga-premium-sedan-malaysia_000070381401_6ed3210b_b989_4c75_a443_7daecb903373.jpeg.webp?smia=xTM","https://img1.icarcdn.com/70381401/thumb-l_new-car-carlist-proton-saga-premium-sedan-malaysia_000070381401_6ed3210b_b989_4c75_a443_7daecb903373.jpeg.webp?smia=xTM","Proton","Saga","2022","0","Automatic","New","Premium","27984e03-3db2-4c5d-8a3f-406e3a37c657","6a632c3c-b4b4-4de4-8323-f60da9deb63d","false","ʉʏʈʘ","false","my","car","RM 41,800"
"12","9496718","ALL NEW KIA CARNIVAL 2.2 D","2022 Kia Carnival 2.2 MPV","https://www.carlist.my/new-cars/all-new-kia-carnival-2-2-d/9496718","RM 3,228/month","https://img1.icarcdn.com/8176949/main-m_new-car-carlist-kia-carnival-mpv-malaysia_000008176949_4dafbd9f_3dcd_4e29_8668_247204862c77.jpeg.webp?smia=xTM","https://img1.icarcdn.com/8176949/thumb-l_new-car-carlist-kia-carnival-mpv-malaysia_000008176949_4dafbd9f_3dcd_4e29_8668_247204862c77.jpeg.webp?smia=xTM","Kia","Carnival","2022","0","Automatic","New","","27984e03-3db2-4c5d-8a3f-406e3a37c657","6a632c3c-b4b4-4de4-8323-f60da9deb63d","false","ʉʏʈʘ","false","my","car","RM 249,000"
"13","10048252","2022 ALL NEW KIA CARNIVAL ( Low d/p )","2022 Kia Carnival 2.2 High MPV","https://www.carlist.my/new-cars/2022-all-new-kia-carnival-low-d-p/10048252","RM 3,416/month","https://img1.icarcdn.com/25284001/main-m_new-car-carlist-kia-carnival-high-mpv-malaysia_000025284001_e0e8f645_c079_4229_9a96_2a115b1bb742.jpeg.webp?smia=xTM","https://img1.icarcdn.com/25284001/thumb-l_new-car-carlist-kia-carnival-high-mpv-malaysia_000025284001_e0e8f645_c079_4229_9a96_2a115b1bb742.jpeg.webp?smia=xTM","Kia","Carnival","2022","0","Automatic","New","High","27984e03-3db2-4c5d-8a3f-406e3a37c657","6a632c3c-b4b4-4de4-8323-f60da9deb63d","false","ʉʏʈʘ","false","my","car","RM 263,500"
"14","9209462","2022 Mitsubishi Triton 2.4 VGT Pickup Truck 4X4 BIG-BIG DISCOUNT","2022 Mitsubishi Triton 2.4 VGT Pickup Truck","https://www.carlist.my/new-cars/2022-mitsubishi-triton-2-4-vgt-pickup-truck-4x4-big-big-discount/9209462","RM 1,338/month","https://img1.icarcdn.com/2649029/main-m_new-car-carlist-mitsubishi-triton-vgt-pickup-truck-malaysia_000002649029_7ea4387a_7c86_469e_b0d1_f7732f3ad5c2.jpg.webp?smia=xTM","https://img1.icarcdn.com/2649029/thumb-l_new-car-carlist-mitsubishi-triton-vgt-pickup-truck-malaysia_000002649029_7ea4387a_7c86_469e_b0d1_f7732f3ad5c2.jpg.webp?smia=xTM","Mitsubishi","Triton","2022","0","Manual","New","VGT","9649bc4b-31b1-e611-94c6-06e4185eac05","9949bc4b-31b1-e611-94c6-06e4185eac05","false","ʉʏʈʘ","false","my","car","RM 103,200"
"15","9913211","PROMOSI PALLING BEST IN MALAYSIA New Proton X50 1.5 Premium BEST SUV","2022 Proton X50 1.5 Premium SUV","https://www.carlist.my/new-cars/promosi-palling-best-in-malaysia-new-proton-x50-1-5-premium-best-suv/9913211","RM 1,281/month","https://img1.icarcdn.com/1123199/main-m_new-car-carlist-proton-x50-premium-suv-malaysia_000001123199_9c30315a_4200_4f77_b642_d98564d346b9.jpeg.webp?smia=xTM","https://img1.icarcdn.com/1123199/thumb-l_new-car-carlist-proton-x50-premium-suv-malaysia_000001123199_9c30315a_4200_4f77_b642_d98564d346b9.jpeg.webp?smia=xTM","Proton","X50","2022","0","Automatic","New","Premium","97d320c8-0b27-44ca-95c9-803aec677ec2","068b5776-364c-4f78-8ef3-47b6917de4bd","false","ʉʏʈʘ","false","my","car","RM 98,800"
"16","10155470","2022 Perodua Ativa 1.0 AV SUV - CALL SAYA SEKARANG utk TEMPAHAN**","2022 Perodua Ativa 1.0 AV SUV","https://www.carlist.my/new-cars/2022-perodua-ativa-1-0-av-suv-call-saya-sekarang-utk-tempahan/10155470","RM 941/month","https://img1.icarcdn.com/07455101/main-m_new-car-carlist-perodua-ativa-av-suv-malaysia_000007455101_356b14d6_1d12_4832_b46f_74e7bb9e2671.jpeg.webp?smia=xTM","https://img1.icarcdn.com/07455101/thumb-l_new-car-carlist-perodua-ativa-av-suv-malaysia_000007455101_356b14d6_1d12_4832_b46f_74e7bb9e2671.jpeg.webp?smia=xTM","Perodua","Ativa","2022","0","Automatic","New","AV","20cf0d36-49eb-e311-94af-0261ba99cd9c","ec21f4e3-65eb-e311-94af-0261ba99cd9c","false","ʉʏʈʘ","false","my","car","RM 72,600"
"17","9029518","HKS CUSCO GOODIES 2021 Toyota Yaris 1.6 GR MANUAL WRC KING OF RALLY POWERFUL CAR DRIVE U CRAZY PROMO","2021 Toyota Yaris 1.6 GR Performance Pack Hatchback","https://www.carlist.my/new-cars/hks-cusco-goodies-2021-toyota-yaris-1-6-gr-manual-wrc-king-of-rally-powerful-car-drive-u-crazy-promo/9029518","RM 2,982/month","https://img1.icarcdn.com/8159209/main-m_new-car-carlist-toyota-yaris-gr-performance-pack-hatchback-malaysia_000008159209_60c74a3e_94f9_4e6d_b529_b06f22a7bb33.jpeg.webp?smia=xTM","https://img1.icarcdn.com/8159209/thumb-l_new-car-carlist-toyota-yaris-gr-performance-pack-hatchback-malaysia_000008159209_60c74a3e_94f9_4e6d_b529_b06f22a7bb33.jpeg.webp?smia=xTM","Toyota","Yaris","2021","0","Manual","New","GR Performance Pack","3da938c7-c9d5-4149-8226-c90b57f97c2d","b598e244-e10d-4dfc-914f-3b8951c2678c","true","ʉʏʈʘ","true","my","car","RM 230,000"
"18","10778718","2022 Proton Exora 1.6 Turbo Executive MPV **Limited Stock** - Faster Book Now","2022 Proton Exora 1.6 Turbo Executive MPV","https://www.carlist.my/new-cars/2022-proton-exora-1-6-turbo-executive-mpv-limited-stock-faster-book-now/10778718","RM 814/month","https://img1.icarcdn.com/81787701/main-m_new-car-carlist-proton-exora-turbo-executive-mpv-malaysia_000081787701_d7cd2f23_c5d4_4524_bc69_f7be65204354.jpg.webp?smia=xTM","https://img1.icarcdn.com/81787701/thumb-l_new-car-carlist-proton-exora-turbo-executive-mpv-malaysia_000081787701_d7cd2f23_c5d4_4524_bc69_f7be65204354.jpg.webp?smia=xTM","Proton","Exora","2022","0","Automatic","New","Turbo Executive","63de5740-7cea-4d61-bea5-d33e03e8eb62","87f0d50f-36f7-4546-8f58-0b1b47e97c3f","false","ʉʏʈʘ","false","my","car","RM 62,800"
"19","8626540","2022 Perodua Myvi 1.5 HARGA OTR TERBARU HARI MALAYSIA , MARI CEPAT2 BOOK","2022 Perodua Myvi 1.5 AV Hatchback","https://www.carlist.my/new-cars/2022-perodua-myvi-1-5-harga-otr-terbaru-hari-malaysia-mari-cepat2-book/8626540","RM 647/month","https://img1.icarcdn.com/0456268/main-m_new-car-carlist-perodua-myvi-av-hatchback-malaysia_000000456268_5fcc8714_eb85_4112_bcb3_59dc1858b163.jpeg.webp?smia=xTM","https://img1.icarcdn.com/0456268/thumb-l_new-car-carlist-perodua-myvi-av-hatchback-malaysia_000000456268_5fcc8714_eb85_4112_bcb3_59dc1858b163.jpeg.webp?smia=xTM","Perodua","Myvi","2022","0","Automatic","New","AV","c6d0d923-88cd-4101-9785-ad8fc1f0bcf6","cdd1dc61-87ea-41f3-b68e-e7e3a068c56b","false","ʉʏʈʘ","false","my","car","RM 49,900"
"20","7439931","PROTON PENANG 3S PLATINUM DEALER - 2022 Proton X70 1.5 (A) READY STOCK","2022 Proton X70 1.5 TGDI Executive SUV","https://www.carlist.my/new-cars/proton-penang-3s-platinum-dealer-2022-proton-x70-1-5-a-ready-stock/7439931","RM 1,272/month","https://img1.icarcdn.com/1399347/main-m_new-car-carlist-proton-x70-tgdi-premium-suv-malaysia_000001399347_2a3b2a76_683b_4fc7_9b93_f71d2e4b17ce.jpeg?smia=xTM","https://img1.icarcdn.com/1399347/thumb-l_new-car-carlist-proton-x70-tgdi-premium-suv-malaysia_000001399347_2a3b2a76_683b_4fc7_9b93_f71d2e4b17ce.jpeg?smia=xTM","Proton","X70","2022","0","Automatic","New","TGDI Executive","b6ae332f-dab7-41d1-9a36-0b360bcaf825","2fd5aa4f-2efe-43c3-8cce-f6201b7433b3","true","ʉʏʈʘ","true","my","car","RM 98,123"
"21","10601109","2022 Honda City 1.5 S i-VTEC Hatchback - Call Me & Book NOW","2022 Honda City 1.5 S i-VTEC Hatchback","https://www.carlist.my/new-cars/2022-honda-city-1-5-s-i-vtec-hatchback-call-me-book-now/10601109","RM 1,019/month","https://img1.icarcdn.com/90110601/main-m_new-car-carlist-honda-city-s-i-vtec-hatchback-malaysia_000090110601_14100b1e_f5d4_4ee6_9988_7d2dde48d2eb.jpg.webp?smia=xTM","https://img1.icarcdn.com/90110601/thumb-l_new-car-carlist-honda-city-s-i-vtec-hatchback-malaysia_000090110601_14100b1e_f5d4_4ee6_9988_7d2dde48d2eb.jpg.webp?smia=xTM","Honda","City","2022","0","Automatic","New","S i-VTEC","00f02992-5d9d-4574-9c83-d5dba9ea4590","339bad70-33da-4303-84f7-f8f907349d38","false","ʉʏʈʘ","false","my","car","RM 78,600"
"22","8371111","2022 Honda City 1.5 V - SENSING","2021 Honda City 1.5 V i-VTEC Sedan","https://www.carlist.my/new-cars/2022-honda-city-1-5-v-sensing/8371111","RM 1,155/month","https://img1.icarcdn.com/1111738/main-m_new-car-carlist-honda-city-v-i-vtec-sedan-malaysia_000001111738_02cd9736_7282_44e1_b451_1f7fe1701aa6.jpg.webp?smia=xTM","https://img1.icarcdn.com/1111738/thumb-l_new-car-carlist-honda-city-v-i-vtec-sedan-malaysia_000001111738_02cd9736_7282_44e1_b451_1f7fe1701aa6.jpg.webp?smia=xTM","Honda","City","2021","0","Automatic","New","V i-VTEC","3b60573c-58f0-4190-94d1-a54df08308d5","5de7feb5-a4b7-4993-82de-8af35446ea39","false","ʉʏʈʘ","false","my","car","RM 89,100"
"23","10780618","2022 Fast Stock Honda Civic RS Hybrid 2.0","2022 Honda Civic 2.0 e:HEV RS Sedan","https://www.carlist.my/new-cars/2022-fast-stock-honda-civic-rs-hybrid-2-0/10780618","RM 2,146/month","https://img1.icarcdn.com/81608701/main-m_new-car-carlist-in-process-malaysia_000081608701_cbeb503e_85db_438f_92f9_bb4afdd55a68.jpg.webp?smia=xTM","https://img1.icarcdn.com/81608701/thumb-l_new-car-carlist-in-process-malaysia_000081608701_cbeb503e_85db_438f_92f9_bb4afdd55a68.jpg.webp?smia=xTM","Honda","Civic","2022","0","Automatic","New","e:HEV RS","4484524e-0599-4f2f-bc37-8a227431da4b","2bdfa6fc-4dab-4d57-85c5-b00da53b10e9","false","ʉʏʈʘ","false","my","car","RM 165,500"
"24","8596534","2022 Supersave Dec fast stock Honda City 1.5 E i-VTEC Hatchback","2022 Honda City 1.5 E i-VTEC Hatchback","https://www.carlist.my/new-cars/2022-supersave-dec-fast-stock-honda-city-1-5-e-i-vtec-hatchback/8596534","RM 1,077/month","https://img1.icarcdn.com/4356958/main-m_new-car-carlist-honda-city-e-i-vtec-hatchback-malaysia_000004356958_9e0efd65_28f8_4bec_9806_35e806c0c6ff.jpg.webp?smia=xTM","https://img1.icarcdn.com/4356958/thumb-l_new-car-carlist-honda-city-e-i-vtec-hatchback-malaysia_000004356958_9e0efd65_28f8_4bec_9806_35e806c0c6ff.jpg.webp?smia=xTM","Honda","City","2022","0","Automatic","New","E i-VTEC","4484524e-0599-4f2f-bc37-8a227431da4b","2bdfa6fc-4dab-4d57-85c5-b00da53b10e9","false","ʉʏʈʘ","false","my","car","RM 83,100"
"25","7348184","2022 December Fast Stock Honda City 1.5 V i-VTEC Sedan","2021 Honda City 1.5 V i-VTEC Sedan","https://www.carlist.my/new-cars/2022-december-fast-stock-honda-city-1-5-v-i-vtec-sedan/7348184","RM 1,105/month","https://img1.icarcdn.com/4818437/main-m_new-car-carlist-honda-city-v-i-vtec-sedan-malaysia_000004818437_41fc4c43_a2a4_42e0_a21a_250c3a39cf35.jpg?smia=xTM","https://img1.icarcdn.com/4818437/thumb-l_new-car-carlist-honda-city-v-i-vtec-sedan-malaysia_000004818437_41fc4c43_a2a4_42e0_a21a_250c3a39cf35.jpg?smia=xTM","Honda","City","2021","0","Automatic","New","V i-VTEC","4484524e-0599-4f2f-bc37-8a227431da4b","2bdfa6fc-4dab-4d57-85c5-b00da53b10e9","false","ʉʏʈʘ","false","my","car","RM 85,200"
"26","10706958","X70 HIGHEST REBATE IN TOWN","2022 Proton X70 1.8 TGDI Premium X SUV","https://www.carlist.my/new-cars/x70-highest-rebate-in-town/10706958","RM 1,271/month","https://img1.icarcdn.com/85960701/main-m_new-car-carlist-proton-x70-tgdi-premium-x-suv-malaysia_000085960701_41299ba5_1789_4142_9c7e_eb077d8db9ea.jpg.webp?smia=xTM","https://img1.icarcdn.com/85960701/thumb-l_new-car-carlist-proton-x70-tgdi-premium-x-suv-malaysia_000085960701_41299ba5_1789_4142_9c7e_eb077d8db9ea.jpg.webp?smia=xTM","Proton","X70","2022","1","Automatic","New","TGDI Premium X","766790f9-d831-4509-9181-544b0dbe7cde","171750da-1ecb-43e9-ac60-45a4c7107d0f","false","ʉʏʈʘ","false","my","car","RM 98,000"
"27","9662877","2022 Perodua Ativa 1.0 AV SUV","2022 Perodua Ativa 1.0 AV SUV","https://www.carlist.my/new-cars/2022-perodua-ativa-1-0-av-suv/9662877","RM 966/month","https://img1.icarcdn.com/7782669/main-m_new-car-carlist-perodua-ativa-av-suv-malaysia_000007782669_e47b3996_d588_450c_a15c_f3cb4f08fe03.jpeg.webp?smia=xTM","https://img1.icarcdn.com/7782669/thumb-l_new-car-carlist-perodua-ativa-av-suv-malaysia_000007782669_e47b3996_d588_450c_a15c_f3cb4f08fe03.jpeg.webp?smia=xTM","Perodua","Ativa","2022","0","Automatic","New","AV","2782e453-18c0-408a-9484-0a55184438b2","f4cb7f5a-adfe-4352-81c7-c97d7718bf22","false","ʉʏʈʘ","false","my","car","RM 74,500"
"28","10680009","2022 Proton X50 1.5 Premium SUV READY STOCK","2022 Proton X50 1.5 Premium SUV","https://www.carlist.my/new-cars/2022-proton-x50-1-5-premium-suv-ready-stock/10680009","RM 1,309/month","https://img1.icarcdn.com/90008601/main-m_new-car-carlist-proton-x50-premium-suv-malaysia_000090008601_df7d16f3_85bb_45d5_853b_a9542ad72402.jpg.webp?smia=xTM","https://img1.icarcdn.com/90008601/thumb-l_new-car-carlist-proton-x50-premium-suv-malaysia_000090008601_df7d16f3_85bb_45d5_853b_a9542ad72402.jpg.webp?smia=xTM","Proton","X50","2022","1","Automatic","New","Premium","766790f9-d831-4509-9181-544b0dbe7cde","171750da-1ecb-43e9-ac60-45a4c7107d0f","false","ʉʏʈʘ","false","my","car","RM 101,000"
"29","10591106","2022 Proton Persona 1.6 Executive Sedan","2022 Proton Persona 1.6 Executive Sedan","https://www.carlist.my/new-cars/2022-proton-persona-1-6-executive-sedan/10591106","RM 616/month","https://img1.icarcdn.com/60119501/main-m_new-car-carlist-proton-persona-executive-sedan-malaysia_000060119501_1108d8ff_a540_4992_bf8a_557cde9180cd.jpg.webp?smia=xTM","https://img1.icarcdn.com/60119501/thumb-l_new-car-carlist-proton-persona-executive-sedan-malaysia_000060119501_1108d8ff_a540_4992_bf8a_557cde9180cd.jpg.webp?smia=xTM","Proton","Persona","2022","1","Automatic","New","Executive","766790f9-d831-4509-9181-544b0dbe7cde","171750da-1ecb-43e9-ac60-45a4c7107d0f","false","ʉʏʈʘ","false","my","car","RM 47,500"
"30","10588424","X50 FAST STOCK BEST OFFER","2022 Proton X50 1.5 Executive SUV","https://www.carlist.my/new-cars/x50-fast-stock-best-offer/10588424","RM 1,167/month","https://img1.icarcdn.com/42488501/main-m_new-car-carlist-proton-x50-executive-suv-malaysia_000042488501_32f26d48_518c_49bc_a20a_20c264dcd1f0.jpeg.webp?smia=xTM","https://img1.icarcdn.com/42488501/thumb-l_new-car-carlist-proton-x50-executive-suv-malaysia_000042488501_32f26d48_518c_49bc_a20a_20c264dcd1f0.jpeg.webp?smia=xTM","Proton","X50","2022","0","Automatic","New","Executive","766790f9-d831-4509-9181-544b0dbe7cde","171750da-1ecb-43e9-ac60-45a4c7107d0f","false","ʉʏʈʘ","false","my","car","RM 90,000"
"31","10576505","Highest REBATE in town X70 1.5/1.8 Fast stock","2022 Proton X70 1.5 TGDI Executive SUV","https://www.carlist.my/new-cars/highest-rebate-in-town-x70-1-5-1-8-fast-stock/10576505","RM 1,273/month","https://img1.icarcdn.com/50567501/main-m_new-car-carlist-proton-x70-tgdi-executive-suv-malaysia_000050567501_8170d314_0add_467d_9d17_e2cb05d20e41.jpeg.webp?smia=xTM","https://img1.icarcdn.com/50567501/thumb-l_new-car-carlist-proton-x70-tgdi-executive-suv-malaysia_000050567501_8170d314_0add_467d_9d17_e2cb05d20e41.jpeg.webp?smia=xTM","Proton","X70","2022","0","Automatic","New","TGDI Executive","766790f9-d831-4509-9181-544b0dbe7cde","171750da-1ecb-43e9-ac60-45a4c7107d0f","false","ʉʏʈʘ","false","my","car","RM 98,200"
"32","10420803","2022 Proton Exora 1.6 Turbo Premium MPV","2022 Proton Exora 1.6 Turbo Premium MPV","https://www.carlist.my/new-cars/2022-proton-exora-1-6-turbo-premium-mpv/10420803","RM 788/month","https://img1.icarcdn.com/30802401/main-m_new-car-carlist-proton-exora-turbo-premium-mpv-malaysia_000030802401_e7a05240_5323_4df3_915c_f564aef13dd1.jpeg.webp?smia=xTM","https://img1.icarcdn.com/30802401/thumb-l_new-car-carlist-proton-exora-turbo-premium-mpv-malaysia_000030802401_e7a05240_5323_4df3_915c_f564aef13dd1.jpeg.webp?smia=xTM","Proton","Exora","2022","0","Automatic","New","Turbo Premium","766790f9-d831-4509-9181-544b0dbe7cde","171750da-1ecb-43e9-ac60-45a4c7107d0f","false","ʉʏʈʘ","false","my","car","RM 60,800"
