,data_listing_id,data_title,data_display_title,data_url,data_installment,data_image_src,data_compare_image,data_make,data_model,data_year,data_mileage,data_transmission,data_ad_type,data_variant,data_seller_id,data_profile_id,data_listing_trusted,data_dealer_isverified,data_view_store,data_country_code,data_vehicle_type,listing_price
10,10737711,2023 Proton X50 1.5 Standard SUV FREE GIFT + MAX LOAN,2022 Proton X50 1.5 Standard SUV,https://www.carlist.my/new-cars/2023-proton-x50-1-5-standard-suv-free-gift-max-loan/10737711,"RM 1,018/month",https://img1.icarcdn.com/11773701/main-m_new-car-carlist-proton-x50-standard-suv-malaysia_000011773701_c1ff6be6_80d0_4fc1_ad00_4c256c8014c8.jpeg.webp?smia=xTM,https://img1.icarcdn.com/11773701/thumb-l_new-car-carlist-proton-x50-standard-suv-malaysia_000011773701_c1ff6be6_80d0_4fc1_ad00_4c256c8014c8.jpeg.webp?smia=xTM,Proton,X50,2022,0,Automatic,New,Standard,673fd48b-7a09-40ed-9ad7-2bc6fe7fc77b,fb67edae-1514-4fa9-8546-bcd982957b33,true,ʉʏʈʘ,false,my,car,"RM 78,505"
11,11188370,2023 Volkswagen Golf 2.0 GTi Hatchback,2023 Volkswagen Golf 2.0 GTi Hatchback,https://www.carlist.my/new-cars/2023-volkswagen-golf-2-0-gti-hatchback/11188370,"RM 2,917/month",https://img1.icarcdn.com/07388111/main-m_new-car-carlist-volkswagen-golf-gti-hatchback-malaysia_000007388111_dcfbcaab_2aad_4a24_8b56_0b511ed6b749.png.webp?smia=xTM,https://img1.icarcdn.com/07388111/thumb-l_new-car-carlist-volkswagen-golf-gti-hatchback-malaysia_000007388111_dcfbcaab_2aad_4a24_8b56_0b511ed6b749.png.webp?smia=xTM,Volkswagen,Golf,2023,0,Automatic,New,GTi,5b849248-a941-4ce2-80f8-9af3f667afee,935ed319-8001-4d13-b33c-2e6ea5c33457,false,ʉʏʈʘ,false,my,car,"RM 224,990"
12,11206253,"HONDA PENANG (A) - 2023 Honda CR-V 1.5 TC-P VTEC (A) READY STOCK, CALL US NOW FOR BEST OFFERS",2023 Honda CR-V 1.5 TC-P VTEC SUV,https://www.carlist.my/new-cars/honda-penang-a-2023-honda-cr-v-1-5-tc-p-vtec-a-ready-stock-call-us-now-for-best-offers/11206253,"RM 2,217/month",https://img1.icarcdn.com/35260211/main-m_new-car-carlist-honda-cr-v-tc-p-vtec-suv-malaysia_50cae5814e60ea49114ed41f9f54e206_FHbXDzDKaKN0EItBF3gOC6_000035260211_3a8491e4_29c1_4e7d_af46_6aff42af81c5.jpeg.webp?smia=xTM,https://img1.icarcdn.com/35260211/thumb-l_new-car-carlist-honda-cr-v-tc-p-vtec-suv-malaysia_50cae5814e60ea49114ed41f9f54e206_FHbXDzDKaKN0EItBF3gOC6_000035260211_3a8491e4_29c1_4e7d_af46_6aff42af81c5.jpeg.webp?smia=xTM,Honda,CR-V,2023,0,Automatic,New,TC-P VTEC,602e45f9-f14d-e411-94ae-06e4185eac05,642e45f9-f14d-e411-94ae-06e4185eac05,true,ʉʏʈʘ,true,my,car,"RM 171,030"
13,11185832,"HONDA PENANG (BM) - 2023 Honda City 1.5 RS e-HEV Hatchback (A) EXTRA CASH REBATES + CNY BONUS + MORE, CALL NOW FOR MORR INFORMATION",2023 Honda City 1.5 RS e-HEV Hatchback,https://www.carlist.my/new-cars/honda-penang-bm-2023-honda-city-1-5-rs-e-hev-hatchback-a-extra-cash-rebates-cny-bonus-more-call-now-for-morr-information/11185832,"RM 1,406/month",https://img1.icarcdn.com/23858111/main-m_new-car-carlist-honda-city-rs-e-hev-hatchback-malaysia_50cae5814e603c49116e828aca1fe99c_Mi7svCEs2TCTmnoRnwHM96_000023858111_82cbba82_129f_4a3a_b710_96631d36440e.jpeg.webp?smia=xTM,https://img1.icarcdn.com/23858111/thumb-l_new-car-carlist-honda-city-rs-e-hev-hatchback-malaysia_50cae5814e603c49116e828aca1fe99c_Mi7svCEs2TCTmnoRnwHM96_000023858111_82cbba82_129f_4a3a_b710_96631d36440e.jpeg.webp?smia=xTM,Honda,City,2023,0,Automatic,New,RS e-HEV,c99ef1ac-a828-e611-94c3-06e4185eac05,cd9ef1ac-a828-e611-94c3-06e4185eac05,true,ʉʏʈʘ,true,my,car,"RM 108,460"
14,11185845,"HONDA PENANG (BM) - 2023 Honda City 1.5 RS e-HEV Hatchback (A) EXTRA CASH REBATES + CNY BONUS + MORE, CALL NOW FOR MORE INFORMATION",2023 Honda City 1.5 RS e-HEV Hatchback,https://www.carlist.my/new-cars/honda-penang-bm-2023-honda-city-1-5-rs-e-hev-hatchback-a-extra-cash-rebates-cny-bonus-more-call-now-for-more-information/11185845,"RM 1,406/month",https://img1.icarcdn.com/54858111/main-m_new-car-carlist-honda-city-rs-e-hev-hatchback-malaysia_50cae5814e603c49116e828aca1fe99c_Mi7svCEs2TCTmnoRnwHM96_000054858111_3ba7c23d_b10f_4aa2_a453_36d605bbdfd9.jpeg.webp?smia=xTM,https://img1.icarcdn.com/54858111/thumb-l_new-car-carlist-honda-city-rs-e-hev-hatchback-malaysia_50cae5814e603c49116e828aca1fe99c_Mi7svCEs2TCTmnoRnwHM96_000054858111_3ba7c23d_b10f_4aa2_a453_36d605bbdfd9.jpeg.webp?smia=xTM,Honda,City,2023,0,Automatic,New,RS e-HEV,c99ef1ac-a828-e611-94c3-06e4185eac05,cd9ef1ac-a828-e611-94c3-06e4185eac05,true,ʉʏʈʘ,true,my,car,"RM 108,460"
15,7715933,2023 Mazda CX-5 2.5 Turbo SKYACTIV-G GVC Plus SUV (Free 5 Years Warranty & Service),2023 Mazda CX-5 2.5 SKYACTIV-G GVC Plus SUV,https://www.carlist.my/new-cars/2023-mazda-cx-5-2-5-turbo-skyactiv-g-gvc-plus-suv-free-5-years-warranty-service/7715933,"RM 2,362/month",https://img1.icarcdn.com/3395177/main-m_new-car-carlist-mazda-cx-5-skyactiv-g-gvc-plus-suv-malaysia_000003395177_1092b87d_3f5d_4aee_bc8a_bf0b6bb5744d.jpg?smia=xTM,https://img1.icarcdn.com/3395177/thumb-l_new-car-carlist-mazda-cx-5-skyactiv-g-gvc-plus-suv-malaysia_000003395177_1092b87d_3f5d_4aee_bc8a_bf0b6bb5744d.jpg?smia=xTM,Mazda,CX-5,2023,0,Automatic,New,SKYACTIV-G GVC Plus,40e89df9-274c-e711-94ba-0261ba99cd9c,44e89df9-274c-e711-94ba-0261ba99cd9c,true,ʉʏʈʘ,true,my,car,"RM 182,200"
16,10420803,2022 Proton Exora 1.6 Turbo Premium MPV,2022 Proton Exora 1.6 Turbo Premium MPV,https://www.carlist.my/new-cars/2022-proton-exora-1-6-turbo-premium-mpv/10420803,RM 788/month,https://img1.icarcdn.com/30802401/main-m_new-car-carlist-proton-exora-turbo-premium-mpv-malaysia_000030802401_e7a05240_5323_4df3_915c_f564aef13dd1.jpeg.webp?smia=xTM,https://img1.icarcdn.com/30802401/thumb-l_new-car-carlist-proton-exora-turbo-premium-mpv-malaysia_000030802401_e7a05240_5323_4df3_915c_f564aef13dd1.jpeg.webp?smia=xTM,Proton,Exora,2022,0,Automatic,New,Turbo Premium,766790f9-d831-4509-9181-544b0dbe7cde,171750da-1ecb-43e9-ac60-45a4c7107d0f,false,ʉʏʈʘ,false,my,car,"RM 60,800"
17,10927341,Proton X50 New Year promo,2022 Proton X50 1.5 Premium SUV,https://www.carlist.my/new-cars/proton-x50-new-year-promo/10927341,"RM 1,093/month",https://img1.icarcdn.com/14372901/main-m_new-car-carlist-proton-x50-premium-suv-malaysia_000014372901_bd67e13c_1442_4579_aae2_6879399a24ec.PNG.webp?smia=xTM,https://img1.icarcdn.com/14372901/thumb-l_new-car-carlist-proton-x50-premium-suv-malaysia_000014372901_bd67e13c_1442_4579_aae2_6879399a24ec.PNG.webp?smia=xTM,Proton,X50,2022,0,Automatic,New,Premium,5a5f0646-748a-4cde-9d2b-ecc925fda6e6,c04375db-6dea-4fcc-af6c-dfdbb67093fe,false,ʉʏʈʘ,false,my,car,"RM 84,300"
18,11207598,2023 Honda Civic 1.5 E VTEC Sedan - Call Now to Book this Car,2023 Honda Civic 1.5 E VTEC Sedan,https://www.carlist.my/new-cars/2023-honda-civic-1-5-e-vtec-sedan-call-now-to-book-this-car/11207598,"RM 1,694/month",https://img1.icarcdn.com/89570211/main-m_new-car-carlist-honda-civic-e-vtec-sedan-malaysia_000089570211_9c371b6d_d14d_4851_a02d_c22146539203.jpeg.webp?smia=xTM,https://img1.icarcdn.com/89570211/thumb-l_new-car-carlist-honda-civic-e-vtec-sedan-malaysia_000089570211_9c371b6d_d14d_4851_a02d_c22146539203.jpeg.webp?smia=xTM,Honda,Civic,2023,0,Automatic,New,E VTEC,0239a87f-185f-40d7-96c1-577a23382252,dea94362-6914-4d58-b318-193c0b84fea6,false,ʉʏʈʘ,false,my,car,"RM 130,700"
19,11210134,2022 Ford Ranger 2.0,2022 Ford Ranger 2.0 XL Pickup Truck,https://www.carlist.my/new-cars/2022-ford-ranger-2-0/11210134,"RM 1,400/month",https://img1.icarcdn.com/43101211/main-m_new-car-carlist-ford-ranger-xl-pickup-truck-malaysia_000043101211_c4781f9d_1f9f_429b_b39a_b7f7cf99bfbe.jpg.webp?smia=xTM,https://img1.icarcdn.com/43101211/thumb-l_new-car-carlist-ford-ranger-xl-pickup-truck-malaysia_000043101211_c4781f9d_1f9f_429b_b39a_b7f7cf99bfbe.jpg.webp?smia=xTM,Ford,Ranger,2022,0,Automatic,New,XL,a720bb7b-b946-4034-8d27-04a817572f35,667a5275-057e-4523-9318-f5a9d2772668,true,ʉʏʈʘ,true,my,car,"RM 108,000"
20,7815632,2022 Nissan New NP300 Navara 2.5(A) SE,2022 Nissan Navara 2.5 SE Pickup Truck,https://www.carlist.my/new-cars/2022-nissan-new-np300-navara-2-5-a-se/7815632,"RM 1,451/month",https://img1.icarcdn.com/2365187/main-m_new-car-carlist-nissan-navara-double-cab-2.5l-se-a%2Ft-pickup-truck-malaysia_000002365187_3299ca1c_59a9_409d_a8c1_d56f440d1714.jpeg?smia=xTM,https://img1.icarcdn.com/2365187/thumb-l_new-car-carlist-nissan-navara-double-cab-2.5l-se-a%2Ft-pickup-truck-malaysia_000002365187_3299ca1c_59a9_409d_a8c1_d56f440d1714.jpeg?smia=xTM,Nissan,Navara,2022,0,Automatic,New,SE,b58f709b-63cc-4dcd-abf2-92bcca01ffc6,164974be-b8fc-4377-bfab-cf53753e0c5a,true,ʉʏʈʘ,true,my,car,"RM 111,900"
21,11199731,2022 Maserati Levante Modena S 3.0 SUV,2022 Maserati Levante 3.0 S SUV,https://www.carlist.my/new-cars/2022-maserati-levante-modena-s-3-0-suv/11199731,"RM 11,134/month",https://img1.icarcdn.com/13799111/main-m_new-car-carlist-maserati-levante-s-suv-malaysia_000013799111_9fe1c2cb_603c_4fab_a2bd_0450f578b8d5.jpeg.webp?smia=xTM,https://img1.icarcdn.com/13799111/thumb-l_new-car-carlist-maserati-levante-s-suv-malaysia_000013799111_9fe1c2cb_603c_4fab_a2bd_0450f578b8d5.jpeg.webp?smia=xTM,Maserati,Levante,2022,0,Automatic,New,S,5be99723-03e1-4eeb-aa1e-ff1c4b2384ce,a5a76018-a9a6-4bdd-94dc-58a55e1d78bd,true,ʉʏʈʘ,true,my,car,"RM 858,800"
22,11212741,2023 Mitsubishi Xpander 1.5 MPV DISKAUN HEBAT,2023 Mitsubishi Xpander 1.5 MPV,https://www.carlist.my/new-cars/2023-mitsubishi-xpander-1-5-mpv-diskaun-hebat/11212741,"RM 1,296/month",https://img1.icarcdn.com/14721211/main-m_new-car-carlist-mitsubishi-xpander-mpv-malaysia_000014721211_67502d16_81d7_4c2d_9a48_a75204a8261e.jpg.webp?smia=xTM,https://img1.icarcdn.com/14721211/thumb-l_new-car-carlist-mitsubishi-xpander-mpv-malaysia_000014721211_67502d16_81d7_4c2d_9a48_a75204a8261e.jpg.webp?smia=xTM,Mitsubishi,Xpander,2023,0,Automatic,New,,2df9218b-3347-e711-94ba-0261ba99cd9c,30f9218b-3347-e711-94ba-0261ba99cd9c,false,ʉʏʈʘ,false,my,car,"RM 99,980"
23,9269394,2022 Toyota Yaris 1.5 E Hatchback # Cash rebate & free accessories worth RM5490,2022 Toyota Yaris 1.5 E Hatchback,https://www.carlist.my/new-cars/2022-toyota-yaris-1-5-e-hatchback-cash-rebate-free-accessories-worth-rm5490/9269394,"RM 1,086/month",https://img1.icarcdn.com/4939629/main-m_new-car-carlist-toyota-yaris-e-hatchback-malaysia_000004939629_ace61e6a_d348_41e5_ae83_d00b2b571b5b.png.webp?smia=xTM,https://img1.icarcdn.com/4939629/thumb-l_new-car-carlist-toyota-yaris-e-hatchback-malaysia_000004939629_ace61e6a_d348_41e5_ae83_d00b2b571b5b.png.webp?smia=xTM,Toyota,Yaris,2022,0,Automatic,New,E,aa869306-1e59-49a6-9781-b610e0a163c5,b88c45e0-775f-45e3-8797-4b40916b825b,false,ʉʏʈʘ,false,my,car,"RM 83,800"
24,9278809,2022 Toyota Vios 1.5 G Sedan # Cash rebate & free accessories worth RM5490,2022 Toyota Vios 1.5 G Sedan,https://www.carlist.my/new-cars/2022-toyota-vios-1-5-g-sedan-cash-rebate-free-accessories-worth-rm5490/9278809,"RM 1,172/month",https://img1.icarcdn.com/9088729/main-m_new-car-carlist-toyota-vios-g-sedan-malaysia_000009088729_f4d009e5_6bd6_4acc_87ef_9c2df7668389.jpeg.webp?smia=xTM,https://img1.icarcdn.com/9088729/thumb-l_new-car-carlist-toyota-vios-g-sedan-malaysia_000009088729_f4d009e5_6bd6_4acc_87ef_9c2df7668389.jpeg.webp?smia=xTM,Toyota,Vios,2022,0,Automatic,New,G,aa869306-1e59-49a6-9781-b610e0a163c5,b88c45e0-775f-45e3-8797-4b40916b825b,false,ʉʏʈʘ,false,my,car,"RM 90,400"
25,10254074,2022 Toyota Hilux 2.8 Rogue Pickup Truck,2022 Toyota Hilux 2.8 Rogue Pickup Truck,https://www.carlist.my/new-cars/2022-toyota-hilux-2-8-rogue-pickup-truck/10254074,"RM 1,943/month",https://img1.icarcdn.com/47045201/main-m_new-car-carlist-toyota-hilux-rogue-pickup-truck-malaysia_000047045201_dfbed806_c108_4a65_89c0_8d521a2ef0d4.png.webp?smia=xTM,https://img1.icarcdn.com/47045201/thumb-l_new-car-carlist-toyota-hilux-rogue-pickup-truck-malaysia_000047045201_dfbed806_c108_4a65_89c0_8d521a2ef0d4.png.webp?smia=xTM,Toyota,Hilux,2022,0,Automatic,New,Rogue,d9e0b480-52ff-420a-8492-febcb0990b55,d62ac0a5-c492-4cfd-96ef-7599ff57edfc,false,ʉʏʈʘ,false,my,car,"RM 149,888"
26,10254056,2022 Toyota Corolla Cross 1.8 Hybrid SUV,2022 Toyota Corolla Cross 1.8 Hybrid SUV,https://www.carlist.my/new-cars/2022-toyota-corolla-cross-1-8-hybrid-suv/10254056,"RM 1,815/month",https://img1.icarcdn.com/65045201/main-m_new-car-carlist-toyota-corolla-cross-hybrid-suv-malaysia_000065045201_151a4198_1973_4153_8b5f_408857c9352e.png.webp?smia=xTM,https://img1.icarcdn.com/65045201/thumb-l_new-car-carlist-toyota-corolla-cross-hybrid-suv-malaysia_000065045201_151a4198_1973_4153_8b5f_408857c9352e.png.webp?smia=xTM,Toyota,Corolla Cross,2022,0,Automatic,New,Hybrid,d9e0b480-52ff-420a-8492-febcb0990b55,d62ac0a5-c492-4cfd-96ef-7599ff57edfc,false,ʉʏʈʘ,false,my,car,"RM 139,991"
27,10251257,2022 Toyota Yaris 1.5 G Hatchback,2022 Toyota Yaris 1.5 G Hatchback,https://www.carlist.my/new-cars/2022-toyota-yaris-1-5-g-hatchback/10251257,"RM 1,136/month",https://img1.icarcdn.com/75215201/main-m_new-car-carlist-toyota-yaris-g-hatchback-malaysia_000075215201_17df852c_c897_4eab_8e91_2dc8425426a1.jpeg.webp?smia=xTM,https://img1.icarcdn.com/75215201/thumb-l_new-car-carlist-toyota-yaris-g-hatchback-malaysia_000075215201_17df852c_c897_4eab_8e91_2dc8425426a1.jpeg.webp?smia=xTM,Toyota,Yaris,2022,0,Automatic,New,G,d9e0b480-52ff-420a-8492-febcb0990b55,d62ac0a5-c492-4cfd-96ef-7599ff57edfc,false,ʉʏʈʘ,false,my,car,"RM 87,600"
28,10251294,2022 Toyota Vios 1.5 G Sedan,2022 Toyota Vios 1.5 G Sedan,https://www.carlist.my/new-cars/2022-toyota-vios-1-5-g-sedan/10251294,"RM 1,172/month",https://img1.icarcdn.com/49215201/main-m_new-car-carlist-toyota-vios-g-sedan-malaysia_000049215201_3a69f05b_34cf_4bef_9d54_4ae4bc84ea37.png.webp?smia=xTM,https://img1.icarcdn.com/49215201/thumb-l_new-car-carlist-toyota-vios-g-sedan-malaysia_000049215201_3a69f05b_34cf_4bef_9d54_4ae4bc84ea37.png.webp?smia=xTM,Toyota,Vios,2022,0,Automatic,New,G,d9e0b480-52ff-420a-8492-febcb0990b55,d62ac0a5-c492-4cfd-96ef-7599ff57edfc,false,ʉʏʈʘ,false,my,car,"RM 90,400"
29,11185864,"HONDA PENANG (BM) - 2023 Honda City 1.5 V i-VTEC Hatchback (A) EXTRA CASH REBATES + CNY BONUS + MORE, CALL NOW FOR MORE INFORMATION",2023 Honda City 1.5 V i-VTEC Hatchback,https://www.carlist.my/new-cars/honda-penang-bm-2023-honda-city-1-5-v-i-vtec-hatchback-a-extra-cash-rebates-cny-bonus-more-call-now-for-more-information/11185864,"RM 1,170/month",https://img1.icarcdn.com/46858111/main-m_new-car-carlist-honda-city-v-i-vtec-hatchback-malaysia_50cae5814e603c49116e828aca1fe99c_Mi7svCEs2TCTmnoRnwHM96_000046858111_14282df0_c9ba_4187_b87e_85b2cf3701ab.jpeg.webp?smia=xTM,https://img1.icarcdn.com/46858111/thumb-l_new-car-carlist-honda-city-v-i-vtec-hatchback-malaysia_50cae5814e603c49116e828aca1fe99c_Mi7svCEs2TCTmnoRnwHM96_000046858111_14282df0_c9ba_4187_b87e_85b2cf3701ab.jpeg.webp?smia=xTM,Honda,City,2023,0,Automatic,New,V i-VTEC,c99ef1ac-a828-e611-94c3-06e4185eac05,cd9ef1ac-a828-e611-94c3-06e4185eac05,true,ʉʏʈʘ,true,my,car,"RM 90,260"
